id;nom_thickness;nom_current;nom_3D;nom_data;DDC_target_A_dm2;j0_A_m2;alpha;E_eq_V;sigma_S_m;c_Ni2_M;time_s;efficiency;cell_height_mm;lc_mm;DDC_obtained_A_dm2;V_anode_V;j_min_A_m2;j_avg_A_m2;j_max_A_m2;thickness_min_um;thickness_avg_um;thickness_max_um;CV_percent;cathode_area_mm2;elapsed_time_s;status
084;084_ED_thickness_map.png;084_ED_current_density.png;084_ED_3D_iso.png;084_ED_data.npz;10,0000;0,3000;0,2500;-0,2600;10,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0656;-0,5461;537,0852;1006,5558;2629,1892;1,6174;3,0311;7,9174;33,5012;13,5198;115,6736;OK
085;085_ED_thickness_map.png;085_ED_current_density.png;085_ED_3D_iso.png;085_ED_data.npz;10,0000;0,3000;0,2500;-0,2600;30,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,9822;-0,4953;712,7677;998,2153;1470,5558;0,7155;1,0020;1,4761;14,6580;13,5198;99,2959;OK
086;086_ED_thickness_map.png;086_ED_current_density.png;086_ED_3D_iso.png;086_ED_data.npz;10,0000;0,3000;0,2500;-0,2600;30,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,9822;-0,4953;712,7677;998,2153;1470,5558;1,4309;2,0040;2,9522;14,6580;13,5198;99,4422;OK
087;087_ED_thickness_map.png;087_ED_current_density.png;087_ED_3D_iso.png;087_ED_data.npz;10,0000;0,3000;0,2500;-0,2600;30,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,9822;-0,4953;712,7677;998,2153;1470,5558;2,1464;3,0060;4,4284;14,6580;13,5198;99,2794;OK
088;088_ED_thickness_map.png;088_ED_current_density.png;088_ED_3D_iso.png;088_ED_data.npz;10,0000;0,3000;0,2500;-0,2600;50,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,1910;-0,4855;804,4736;1019,1005;1308,2778;0,8075;1,0230;1,3132;10,0070;13,5198;98,3889;OK
089;089_ED_thickness_map.png;089_ED_current_density.png;089_ED_3D_iso.png;089_ED_data.npz;10,0000;0,3000;0,2500;-0,2600;50,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,1910;-0,4855;804,4736;1019,1005;1308,2778;1,6150;2,0459;2,6265;10,0070;13,5198;98,3541;OK
090;090_ED_thickness_map.png;090_ED_current_density.png;090_ED_3D_iso.png;090_ED_data.npz;10,0000;0,3000;0,2500;-0,2600;50,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,1910;-0,4855;804,4736;1019,1005;1308,2778;2,4226;3,0689;3,9397;10,0070;13,5198;99,1894;OK
091;091_ED_thickness_map.png;091_ED_current_density.png;091_ED_3D_iso.png;091_ED_data.npz;10,0000;0,7000;0,2500;-0,2600;10,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,8921;-0,5227;530,1503;989,2134;2552,2947;0,5322;0,9930;2,5620;33,0717;13,5198;123,6547;OK
092;092_ED_thickness_map.png;092_ED_current_density.png;092_ED_3D_iso.png;092_ED_data.npz;10,0000;0,7000;0,2500;-0,2600;10,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,8921;-0,5227;530,1503;989,2134;2552,2947;1,0643;1,9859;5,1239;33,0717;13,5198;125,1587;OK
093;093_ED_thickness_map.png;093_ED_current_density.png;093_ED_3D_iso.png;093_ED_data.npz;10,0000;0,7000;0,2500;-0,2600;10,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,8921;-0,5227;530,1503;989,2134;2552,2947;1,5965;2,9789;7,6859;33,0717;13,5198;124,6750;OK
094;094_ED_thickness_map.png;094_ED_current_density.png;094_ED_3D_iso.png;094_ED_data.npz;10,0000;0,7000;0,2500;-0,2600;30,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0362;-0,4738;715,6484;1003,6199;1481,3087;0,7184;1,0074;1,4869;14,7216;13,5198;111,6008;OK
095;095_ED_thickness_map.png;095_ED_current_density.png;095_ED_3D_iso.png;095_ED_data.npz;10,0000;0,7000;0,2500;-0,2600;30,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0362;-0,4738;715,6484;1003,6199;1481,3087;1,4367;2,0148;2,9738;14,7216;13,5198;112,0054;OK
096;096_ED_thickness_map.png;096_ED_current_density.png;096_ED_3D_iso.png;096_ED_data.npz;10,0000;0,7000;0,2500;-0,2600;30,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0362;-0,4738;715,6484;1003,6199;1481,3087;2,1551;3,0223;4,4608;14,7216;13,5198;110,9998;OK
097;097_ED_thickness_map.png;097_ED_current_density.png;097_ED_3D_iso.png;097_ED_data.npz;10,0000;0,7000;0,2500;-0,2600;50,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0175;-0,4631;792,2594;1001,7515;1281,7098;0,7953;1,0055;1,2866;9,9068;13,5198;110,9758;OK
098;098_ED_thickness_map.png;098_ED_current_density.png;098_ED_3D_iso.png;098_ED_data.npz;10,0000;0,7000;0,2500;-0,2600;50,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0175;-0,4631;792,2594;1001,7515;1281,7098;1,5905;2,0111;2,5731;9,9068;13,5198;112,8245;OK
099;099_ED_thickness_map.png;099_ED_current_density.png;099_ED_3D_iso.png;099_ED_data.npz;10,0000;0,7000;0,2500;-0,2600;50,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0175;-0,4631;792,2594;1001,7515;1281,7098;2,3858;3,0166;3,8597;9,9068;13,5198;111,0705;OK
100;100_ED_thickness_map.png;100_ED_current_density.png;100_ED_3D_iso.png;100_ED_data.npz;10,0000;1,1000;0,2500;-0,2600;10,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,8906;-0,5109;530,6560;989,0593;2548,7514;0,5327;0,9928;2,5584;33,0170;13,5198;109,3543;OK
101;101_ED_thickness_map.png;101_ED_current_density.png;101_ED_3D_iso.png;101_ED_data.npz;10,0000;1,1000;0,2500;-0,2600;10,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,8906;-0,5109;530,6560;989,0593;2548,7514;1,0653;1,9856;5,1168;33,0170;13,5198;108,5668;OK
102;102_ED_thickness_map.png;102_ED_current_density.png;102_ED_3D_iso.png;102_ED_data.npz;10,0000;1,1000;0,2500;-0,2600;10,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,8906;-0,5109;530,6560;989,0593;2548,7514;1,5980;2,9784;7,6752;33,0170;13,5198;109,7703;OK
103;103_ED_thickness_map.png;103_ED_current_density.png;103_ED_3D_iso.png;103_ED_data.npz;10,0000;1,1000;0,2500;-0,2600;30,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0153;-0,4621;714,4332;1001,5265;1477,2241;0,7171;1,0053;1,4828;14,7007;13,5198;114,8191;OK
104;104_ED_thickness_map.png;104_ED_current_density.png;104_ED_3D_iso.png;104_ED_data.npz;10,0000;1,1000;0,2500;-0,2600;30,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0153;-0,4621;714,4332;1001,5265;1477,2241;1,4343;2,0106;2,9656;14,7007;13,5198;116,4590;OK
105;105_ED_thickness_map.png;105_ED_current_density.png;105_ED_3D_iso.png;105_ED_data.npz;10,0000;1,1000;0,2500;-0,2600;30,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0153;-0,4621;714,4332;1001,5265;1477,2241;2,1514;3,0160;4,4485;14,7007;13,5198;115,3568;OK
106;106_ED_thickness_map.png;106_ED_current_density.png;106_ED_3D_iso.png;106_ED_data.npz;10,0000;1,1000;0,2500;-0,2600;50,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,9888;-0,4514;789,9400;998,8775;1277,5367;0,7929;1,0027;1,2824;9,9014;13,5198;124,5777;OK
107;107_ED_thickness_map.png;107_ED_current_density.png;107_ED_3D_iso.png;107_ED_data.npz;10,0000;1,1000;0,2500;-0,2600;50,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,9888;-0,4514;789,9400;998,8775;1277,5367;1,5859;2,0053;2,5647;9,9014;13,5198;135,2651;OK
108;108_ED_thickness_map.png;108_ED_current_density.png;108_ED_3D_iso.png;108_ED_data.npz;10,0000;1,1000;0,2500;-0,2600;50,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,9888;-0,4514;789,9400;998,8775;1277,5367;2,3788;3,0080;3,8471;9,9014;13,5198;116,8369;OK
109;109_ED_thickness_map.png;109_ED_current_density.png;109_ED_3D_iso.png;109_ED_data.npz;10,0000;0,3000;0,5000;-0,2600;10,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0656;-0,5461;537,0884;1006,5573;2629,1872;0,5391;1,0104;2,6391;33,5011;13,5198;124,1038;OK
110;110_ED_thickness_map.png;110_ED_current_density.png;110_ED_3D_iso.png;110_ED_data.npz;10,0000;0,3000;0,5000;-0,2600;10,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0656;-0,5461;537,0884;1006,5573;2629,1872;1,0782;2,0207;5,2783;33,5011;13,5198;116,3629;OK
111;111_ED_thickness_map.png;111_ED_current_density.png;111_ED_3D_iso.png;111_ED_data.npz;10,0000;0,3000;0,5000;-0,2600;10,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0656;-0,5461;537,0884;1006,5573;2629,1872;1,6174;3,0311;7,9174;33,5011;13,5198;116,5219;OK
112;112_ED_thickness_map.png;112_ED_current_density.png;112_ED_3D_iso.png;112_ED_data.npz;10,0000;0,3000;0,5000;-0,2600;30,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,9822;-0,4953;712,7707;998,2178;1470,5578;0,7155;1,0020;1,4761;14,6579;13,5198;97,2309;OK
113;113_ED_thickness_map.png;113_ED_current_density.png;113_ED_3D_iso.png;113_ED_data.npz;10,0000;0,3000;0,5000;-0,2600;30,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,9822;-0,4953;712,7707;998,2178;1470,5578;1,4309;2,0040;2,9523;14,6579;13,5198;96,6867;OK
114;114_ED_thickness_map.png;114_ED_current_density.png;114_ED_3D_iso.png;114_ED_data.npz;10,0000;0,3000;0,5000;-0,2600;30,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,9822;-0,4953;712,7707;998,2178;1470,5578;2,1464;3,0060;4,4284;14,6579;13,5198;97,2021;OK
115;115_ED_thickness_map.png;115_ED_current_density.png;115_ED_3D_iso.png;115_ED_data.npz;10,0000;0,3000;0,5000;-0,2600;50,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,1910;-0,4855;804,4775;1019,1039;1308,2809;0,8075;1,0230;1,3132;10,0070;13,5198;97,6014;OK
116;116_ED_thickness_map.png;116_ED_current_density.png;116_ED_3D_iso.png;116_ED_data.npz;10,0000;0,3000;0,5000;-0,2600;50,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,1910;-0,4855;804,4775;1019,1039;1308,2809;1,6150;2,0459;2,6265;10,0070;13,5198;99,7807;OK
117;117_ED_thickness_map.png;117_ED_current_density.png;117_ED_3D_iso.png;117_ED_data.npz;10,0000;0,3000;0,5000;-0,2600;50,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,1910;-0,4855;804,4775;1019,1039;1308,2809;2,4226;3,0689;3,9397;10,0070;13,5198;99,5696;OK
118;118_ED_thickness_map.png;118_ED_current_density.png;118_ED_3D_iso.png;118_ED_data.npz;10,0000;0,7000;0,5000;-0,2600;10,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,8922;-0,5227;530,1586;989,2177;2552,2868;0,5322;0,9930;2,5620;33,0713;13,5198;131,1026;OK
119;119_ED_thickness_map.png;119_ED_current_density.png;119_ED_3D_iso.png;119_ED_data.npz;10,0000;0,7000;0,5000;-0,2600;10,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,8922;-0,5227;530,1586;989,2177;2552,2868;1,0643;1,9859;5,1239;33,0713;13,5198;132,2677;OK
120;120_ED_thickness_map.png;120_ED_current_density.png;120_ED_3D_iso.png;120_ED_data.npz;10,0000;0,7000;0,5000;-0,2600;10,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,8922;-0,5227;530,1586;989,2177;2552,2868;1,5965;2,9789;7,6859;33,0713;13,5198;129,8317;OK
121;121_ED_thickness_map.png;121_ED_current_density.png;121_ED_3D_iso.png;121_ED_data.npz;10,0000;0,7000;0,5000;-0,2600;30,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0363;-0,4738;715,6587;1003,6287;1481,3156;0,7184;1,0074;1,4869;14,7214;13,5198;119,0210;OK
122;122_ED_thickness_map.png;122_ED_current_density.png;122_ED_3D_iso.png;122_ED_data.npz;10,0000;0,7000;0,5000;-0,2600;30,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0363;-0,4738;715,6587;1003,6287;1481,3156;1,4367;2,0149;2,9738;14,7214;13,5198;116,1360;OK
123;123_ED_thickness_map.png;123_ED_current_density.png;123_ED_3D_iso.png;123_ED_data.npz;10,0000;0,7000;0,5000;-0,2600;30,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0363;-0,4738;715,6587;1003,6287;1481,3156;2,1551;3,0223;4,4608;14,7214;13,5198;115,5597;OK
124;124_ED_thickness_map.png;124_ED_current_density.png;124_ED_3D_iso.png;124_ED_data.npz;10,0000;0,7000;0,5000;-0,2600;50,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0176;-0,4631;792,2715;1001,7628;1281,7207;0,7953;1,0056;1,2866;9,9067;13,5198;114,5028;OK
125;125_ED_thickness_map.png;125_ED_current_density.png;125_ED_3D_iso.png;125_ED_data.npz;10,0000;0,7000;0,5000;-0,2600;50,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0176;-0,4631;792,2715;1001,7628;1281,7207;1,5905;2,0111;2,5731;9,9067;13,5198;116,6545;OK
126;126_ED_thickness_map.png;126_ED_current_density.png;126_ED_3D_iso.png;126_ED_data.npz;10,0000;0,7000;0,5000;-0,2600;50,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0176;-0,4631;792,2715;1001,7628;1281,7207;2,3858;3,0167;3,8597;9,9067;13,5198;117,0151;OK
127;127_ED_thickness_map.png;127_ED_current_density.png;127_ED_3D_iso.png;127_ED_data.npz;10,0000;1,1000;0,5000;-0,2600;10,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,8907;-0,5109;530,6745;989,0698;2548,7389;0,5327;0,9928;2,5584;33,0161;13,5198;112,8407;OK
128;128_ED_thickness_map.png;128_ED_current_density.png;128_ED_3D_iso.png;128_ED_data.npz;10,0000;1,1000;0,5000;-0,2600;10,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,8907;-0,5109;530,6745;989,0698;2548,7389;1,0654;1,9856;5,1168;33,0161;13,5198;110,9392;OK
129;129_ED_thickness_map.png;129_ED_current_density.png;129_ED_3D_iso.png;129_ED_data.npz;10,0000;1,1000;0,5000;-0,2600;10,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,8907;-0,5109;530,6745;989,0698;2548,7389;1,5981;2,9784;7,6752;33,0161;13,5198;110,4900;OK
130;130_ED_thickness_map.png;130_ED_current_density.png;130_ED_3D_iso.png;130_ED_data.npz;10,0000;1,1000;0,5000;-0,2600;30,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0154;-0,4621;714,4532;1001,5436;1477,2376;0,7172;1,0053;1,4828;14,7004;13,5198;119,0491;OK
131;131_ED_thickness_map.png;131_ED_current_density.png;131_ED_3D_iso.png;131_ED_data.npz;10,0000;1,1000;0,5000;-0,2600;30,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0154;-0,4621;714,4532;1001,5436;1477,2376;1,4343;2,0107;2,9657;14,7004;13,5198;116,4762;OK
132;132_ED_thickness_map.png;132_ED_current_density.png;132_ED_3D_iso.png;132_ED_data.npz;10,0000;1,1000;0,5000;-0,2600;30,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0154;-0,4621;714,4532;1001,5436;1477,2376;2,1515;3,0160;4,4485;14,7004;13,5198;118,6507;OK
133;133_ED_thickness_map.png;133_ED_current_density.png;133_ED_3D_iso.png;133_ED_data.npz;10,0000;1,1000;0,5000;-0,2600;50,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,9890;-0,4514;789,9630;998,8993;1277,5578;0,7930;1,0027;1,2824;9,9012;13,5198;114,5709;OK
134;134_ED_thickness_map.png;134_ED_current_density.png;134_ED_3D_iso.png;134_ED_data.npz;10,0000;1,1000;0,5000;-0,2600;50,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,9890;-0,4514;789,9630;998,8993;1277,5578;1,5859;2,0054;2,5648;9,9012;13,5198;115,9019;OK
135;135_ED_thickness_map.png;135_ED_current_density.png;135_ED_3D_iso.png;135_ED_data.npz;10,0000;1,1000;0,5000;-0,2600;50,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,9890;-0,4514;789,9630;998,8993;1277,5578;2,3789;3,0080;3,8472;9,9012;13,5198;109,3044;OK
136;136_ED_thickness_map.png;136_ED_current_density.png;136_ED_3D_iso.png;136_ED_data.npz;10,0000;0,3000;0,7500;-0,2600;10,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0656;-0,5461;537,0888;1006,5574;2629,1872;0,5391;1,0104;2,6391;33,5011;13,5198;116,6110;OK
137;137_ED_thickness_map.png;137_ED_current_density.png;137_ED_3D_iso.png;137_ED_data.npz;10,0000;0,3000;0,7500;-0,2600;10,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0656;-0,5461;537,0888;1006,5574;2629,1872;1,0782;2,0207;5,2783;33,5011;13,5198;117,1858;OK
138;138_ED_thickness_map.png;138_ED_current_density.png;138_ED_3D_iso.png;138_ED_data.npz;10,0000;0,3000;0,7500;-0,2600;10,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0656;-0,5461;537,0888;1006,5574;2629,1872;1,6174;3,0311;7,9174;33,5011;13,5198;117,5459;OK
139;139_ED_thickness_map.png;139_ED_current_density.png;139_ED_3D_iso.png;139_ED_data.npz;10,0000;0,3000;0,7500;-0,2600;30,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,9822;-0,4953;712,7708;998,2179;1470,5578;0,7155;1,0020;1,4761;14,6579;13,5198;101,5646;OK
140;140_ED_thickness_map.png;140_ED_current_density.png;140_ED_3D_iso.png;140_ED_data.npz;10,0000;0,3000;0,7500;-0,2600;30,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,9822;-0,4953;712,7708;998,2179;1470,5578;1,4309;2,0040;2,9523;14,6579;13,5198;98,7715;OK
141;141_ED_thickness_map.png;141_ED_current_density.png;141_ED_3D_iso.png;141_ED_data.npz;10,0000;0,3000;0,7500;-0,2600;30,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,9822;-0,4953;712,7708;998,2179;1470,5578;2,1464;3,0060;4,4284;14,6579;13,5198;99,4991;OK
142;142_ED_thickness_map.png;142_ED_current_density.png;142_ED_3D_iso.png;142_ED_data.npz;10,0000;0,3000;0,7500;-0,2600;50,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,1910;-0,4855;804,4778;1019,1041;1308,2811;0,8075;1,0230;1,3132;10,0070;13,5198;97,5020;OK
143;143_ED_thickness_map.png;143_ED_current_density.png;143_ED_3D_iso.png;143_ED_data.npz;10,0000;0,3000;0,7500;-0,2600;50,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,1910;-0,4855;804,4778;1019,1041;1308,2811;1,6150;2,0459;2,6265;10,0070;13,5198;98,8839;OK
144;144_ED_thickness_map.png;144_ED_current_density.png;144_ED_3D_iso.png;144_ED_data.npz;10,0000;0,3000;0,7500;-0,2600;50,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,1910;-0,4855;804,4778;1019,1041;1308,2811;2,4226;3,0689;3,9397;10,0070;13,5198;97,4966;OK
145;145_ED_thickness_map.png;145_ED_current_density.png;145_ED_3D_iso.png;145_ED_data.npz;10,0000;0,7000;0,7500;-0,2600;10,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,8922;-0,5227;530,1590;989,2178;2552,2865;0,5322;0,9930;2,5620;33,0712;13,5198;124,1940;OK
146;146_ED_thickness_map.png;146_ED_current_density.png;146_ED_3D_iso.png;146_ED_data.npz;10,0000;0,7000;0,7500;-0,2600;10,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,8922;-0,5227;530,1590;989,2178;2552,2865;1,0643;1,9859;5,1239;33,0712;13,5198;118,8289;OK
147;147_ED_thickness_map.png;147_ED_current_density.png;147_ED_3D_iso.png;147_ED_data.npz;10,0000;0,7000;0,7500;-0,2600;10,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,8922;-0,5227;530,1590;989,2178;2552,2865;1,5965;2,9789;7,6859;33,0712;13,5198;124,0498;OK
148;148_ED_thickness_map.png;148_ED_current_density.png;148_ED_3D_iso.png;148_ED_data.npz;10,0000;0,7000;0,7500;-0,2600;30,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0363;-0,4738;715,6590;1003,6289;1481,3157;0,7184;1,0074;1,4869;14,7214;13,5198;108,7682;OK
149;149_ED_thickness_map.png;149_ED_current_density.png;149_ED_3D_iso.png;149_ED_data.npz;10,0000;0,7000;0,7500;-0,2600;30,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0363;-0,4738;715,6590;1003,6289;1481,3157;1,4367;2,0149;2,9739;14,7214;13,5198;107,9333;OK
150;150_ED_thickness_map.png;150_ED_current_density.png;150_ED_3D_iso.png;150_ED_data.npz;10,0000;0,7000;0,7500;-0,2600;30,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0363;-0,4738;715,6590;1003,6289;1481,3157;2,1551;3,0223;4,4608;14,7214;13,5198;111,3699;OK
151;151_ED_thickness_map.png;151_ED_current_density.png;151_ED_3D_iso.png;151_ED_data.npz;10,0000;0,7000;0,7500;-0,2600;50,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0176;-0,4631;792,2722;1001,7632;1281,7210;0,7953;1,0056;1,2866;9,9067;13,5198;108,7220;OK
152;152_ED_thickness_map.png;152_ED_current_density.png;152_ED_3D_iso.png;152_ED_data.npz;10,0000;0,7000;0,7500;-0,2600;50,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0176;-0,4631;792,2722;1001,7632;1281,7210;1,5905;2,0111;2,5731;9,9067;13,5198;110,2686;OK
153;153_ED_thickness_map.png;153_ED_current_density.png;153_ED_3D_iso.png;153_ED_data.npz;10,0000;0,7000;0,7500;-0,2600;50,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0176;-0,4631;792,2722;1001,7632;1281,7210;2,3858;3,0167;3,8597;9,9067;13,5198;106,8618;OK
154;154_ED_thickness_map.png;154_ED_current_density.png;154_ED_3D_iso.png;154_ED_data.npz;10,0000;1,1000;0,7500;-0,2600;10,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,8907;-0,5109;530,6764;989,0711;2548,7394;0,5327;0,9928;2,5584;33,0160;13,5198;105,9447;OK
155;155_ED_thickness_map.png;155_ED_current_density.png;155_ED_3D_iso.png;155_ED_data.npz;10,0000;1,1000;0,7500;-0,2600;10,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,8907;-0,5109;530,6764;989,0711;2548,7394;1,0654;1,9856;5,1168;33,0160;13,5198;105,6312;OK
156;156_ED_thickness_map.png;156_ED_current_density.png;156_ED_3D_iso.png;156_ED_data.npz;10,0000;1,1000;0,7500;-0,2600;10,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,8907;-0,5109;530,6764;989,0711;2548,7394;1,5981;2,9784;7,6752;33,0160;13,5198;105,6541;OK
157;157_ED_thickness_map.png;157_ED_current_density.png;157_ED_3D_iso.png;157_ED_data.npz;10,0000;1,1000;0,7500;-0,2600;30,0000;1,0000;30,0000;0,9800;4,0000;0,0600;10,0154;-0,4621;714,4540;1001,5442;1477,2379;0,7172;1,0053;1,4828;14,7003;13,5198;114,9090;OK
158;158_ED_thickness_map.png;158_ED_current_density.png;158_ED_3D_iso.png;158_ED_data.npz;10,0000;1,1000;0,7500;-0,2600;30,0000;1,0000;60,0000;0,9800;4,0000;0,0600;10,0154;-0,4621;714,4540;1001,5442;1477,2379;1,4343;2,0107;2,9657;14,7003;13,5198;112,9168;OK
159;159_ED_thickness_map.png;159_ED_current_density.png;159_ED_3D_iso.png;159_ED_data.npz;10,0000;1,1000;0,7500;-0,2600;30,0000;1,0000;90,0000;0,9800;4,0000;0,0600;10,0154;-0,4621;714,4540;1001,5442;1477,2379;2,1515;3,0160;4,4485;14,7003;13,5198;117,6728;OK
160;160_ED_thickness_map.png;160_ED_current_density.png;160_ED_3D_iso.png;160_ED_data.npz;10,0000;1,1000;0,7500;-0,2600;50,0000;1,0000;30,0000;0,9800;4,0000;0,0600;9,9890;-0,4514;789,9642;998,9002;1277,5584;0,7930;1,0027;1,2824;9,9012;13,5198;113,3668;OK
161;161_ED_thickness_map.png;161_ED_current_density.png;161_ED_3D_iso.png;161_ED_data.npz;10,0000;1,1000;0,7500;-0,2600;50,0000;1,0000;60,0000;0,9800;4,0000;0,0600;9,9890;-0,4514;789,9642;998,9002;1277,5584;1,5859;2,0054;2,5648;9,9012;13,5198;113,8800;OK
162;162_ED_thickness_map.png;162_ED_current_density.png;162_ED_3D_iso.png;162_ED_data.npz;10,0000;1,1000;0,7500;-0,2600;50,0000;1,0000;90,0000;0,9800;4,0000;0,0600;9,9890;-0,4514;789,9642;998,9002;1277,5584;2,3789;3,0080;3,8472;9,9012;13,5198;112,1990;OK
163;163_ED_thickness_map.png;163_ED_current_density.png;163_ED_3D_iso.png;163_ED_data.npz;15,0000;0,3000;0,2500;-0,2600;10,0000;1,0000;30,0000;0,9800;4,0000;0,0600;14,8194;-0,5891;701,1010;1481,9434;5302,2193;0,7038;1,4876;5,3223;45,5593;13,5198;143,8163;OK
164;164_ED_thickness_map.png;164_ED_current_density.png;164_ED_3D_iso.png;164_ED_data.npz;15,0000;0,3000;0,2500;-0,2600;10,0000;1,0000;60,0000;0,9800;4,0000;0,0600;14,8194;-0,5891;701,1010;1481,9434;5302,2193;1,4075;2,9751;10,6446;45,5593;13,5198;138,9853;OK
165;165_ED_thickness_map.png;165_ED_current_density.png;165_ED_3D_iso.png;165_ED_data.npz;15,0000;0,3000;0,2500;-0,2600;10,0000;1,0000;90,0000;0,9800;4,0000;0,0600;14,8194;-0,5891;701,1010;1481,9434;5302,2193;2,1113;4,4627;15,9669;45,5593;13,5198;142,3818;OK
166;166_ED_thickness_map.png;166_ED_current_density.png;166_ED_3D_iso.png;166_ED_data.npz;15,0000;0,3000;0,2500;-0,2600;30,0000;1,0000;30,0000;0,9800;4,0000;0,0600;14,9940;-0,5188;971,3263;1499,4039;2594,5014;0,9750;1,5051;2,6043;19,8106;13,5198;88,6422;OK
167;167_ED_thickness_map.png;167_ED_current_density.png;167_ED_3D_iso.png;167_ED_data.npz;15,0000;0,3000;0,2500;-0,2600;30,0000;1,0000;60,0000;0,9800;4,0000;0,0600;14,9940;-0,5188;971,3263;1499,4039;2594,5014;1,9500;3,0102;5,2087;19,8106;13,5198;90,7184;OK
168;168_ED_thickness_map.png;168_ED_current_density.png;168_ED_3D_iso.png;168_ED_data.npz;15,0000;0,3000;0,2500;-0,2600;30,0000;1,0000;90,0000;0,9800;4,0000;0,0600;14,9940;-0,5188;971,3263;1499,4039;2594,5014;2,9250;4,5152;7,8130;19,8106;13,5198;96,2729;OK
